index,event_name,assignment_1_label,assignment_1_shape,assignment_2_label,assignment_2_shape,central_location_flash,initial_fixation,inter_assignment_fixation,outcome,peripheral_location_flash,post_assignment_fixation,post_central_fixation,post_outcome_fixation,post_peripheral_fixation,response,test_sentence_1,test_sentence_2,test_sentence_3,test_sentence_4,test_sentence_5,onset_sec,trial_number,trial_block
4074,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,2964.004,24,7
4075,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,2964.504,24,7
4076,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,2965.504,24,7
4077,inter_assignment_fixation,,,,1.004,,,0.0,,,,,,,,,,,,,2966.504,24,7
4078,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,2967.508,24,7
4079,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,2968.508,24,7
4080,post_assignment_fixation,,,,,,,,,,0.0,,,,,,,,,,2969.508,24,7
4081,central_location_flash,,,,,0.0,,,,,,0.992,,,,,,,,,2970.516,24,7
4082,post_central_fixation,,,,,,,,,0.808,,0.0,,1.0,,,,,,,2971.508,24,7
4083,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.192,,,,,,,2972.316,24,7
4084,post_peripheral_fixation,,,,,,,,0.808,-0.192,,,,0.0,,,,,,,2972.508,24,7
4085,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,2973.316,24,7
4086,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.9,,,,2973.516,24,7
4087,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,2974.02,24,7
4088,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,2974.416,24,7
4089,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.804,2974.816,24,7
4090,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.404,2975.216,24,7
4091,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,2975.62,24,7
4092,response,,,,,,,,,,,,,,0.0,,,,,,2976.02,24,7
4093,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,2977.136,25,7
4094,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,2977.636,25,7
4095,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,2978.636,25,7
4096,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,2979.636,25,7
4097,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,2980.636,25,7
4098,assignment_2_label,,,0.0,,,,,,,1.004,,,,,,,,,,2981.636,25,7
4099,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,2982.64,25,7
4100,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,2983.64,25,7
4101,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,2984.64,25,7
4102,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,2985.44,25,7
4103,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,2985.64,25,7
4104,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,2986.44,25,7
4105,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,2986.64,25,7
4106,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,2987.14,25,7
4107,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,2987.54,25,7
4108,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,2987.94,25,7
4109,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,2988.34,25,7
4110,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,2988.74,25,7
4111,response,,,,,,,,,,,,,,0.0,,,,,,2989.14,25,7
4112,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,2990.724,26,7
4113,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,2991.228,26,7
4114,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,2992.228,26,7
4115,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,2993.228,26,7
4116,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,2994.228,26,7
4117,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,2995.228,26,7
4118,post_assignment_fixation,,,,,,,,,,0.0,,,,,,,,,,2996.228,26,7
4119,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,2997.236,26,7
4120,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,2998.236,26,7
4121,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,2999.036,26,7
4122,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.004,0.0,,,,,,,2999.236,26,7
4123,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3000.04,26,7
4124,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3000.24,26,7
4125,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.796,,,3000.74,26,7
4126,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.396,0.796,,3001.14,26,7
4127,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.804,3001.536,26,7
4128,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.404,3001.936,26,7
4129,test_sentence_5,,,,,,0.856,,,,,,,,0.4,,,,,0.0,3002.34,26,7
4130,response,0.956,,,,,0.456,,,,,,,,0.0,,,,,,3002.74,26,7
4131,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3003.196,27,7
4132,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3003.696,27,7
4133,assignment_1_shape,,0.0,,,,,1.004,,,,,,,,,,,,,3004.696,27,7
4134,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3005.7,27,7
4135,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3006.7,27,7
4136,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3007.7,27,7
4137,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3008.7,27,7
4138,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3009.7,27,7
4139,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,3010.7,27,7
4140,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,3011.504,27,7
4141,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.0,0.0,,,,,,,3011.7,27,7
4142,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,3012.504,27,7
4143,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,3012.7,27,7
4144,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,3013.204,27,7
4145,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,3013.6,27,7
4146,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3014.004,27,7
4147,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3014.404,27,7
4148,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3014.804,27,7
4149,response,,,,,,0.7,,,,,,,,0.0,,,,,,3015.204,27,7
4150,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3015.904,28,7
4151,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3016.404,28,7
4152,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3017.404,28,7
4153,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3018.404,28,7
4154,assignment_2_shape,,,1.004,0.0,,,,,,,,,,,,,,,,3019.404,28,7
4155,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3020.408,28,7
4156,post_assignment_fixation,,,,,,,,,,0.0,,,,,,,,,,3021.408,28,7
4157,central_location_flash,,,,,0.0,,,,,,0.992,,,,,,,,,3022.416,28,7
4158,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3023.408,28,7
4159,peripheral_location_flash,,,,,,,,,0.0,,,,0.2,,,,,,,3024.208,28,7
4160,post_peripheral_fixation,,,,,,,,0.808,-0.2,,,,0.0,,,,,,,3024.408,28,7
4161,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3025.216,28,7
4162,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3025.416,28,7
4163,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3025.916,28,7
4164,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3026.316,28,7
4165,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3026.716,28,7
4166,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3027.116,28,7
4167,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3027.516,28,7
4168,response,,,,,,0.968,,,,,,,,0.0,,,,,,3027.916,28,7
4169,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3028.884,29,7
4170,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3029.384,29,7
4171,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3030.384,29,7
4172,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3031.384,29,7
4173,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3032.384,29,7
4174,assignment_2_label,,,0.0,,,,,,,1.004,,,,,,,,,,3033.384,29,7
4175,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3034.388,29,7
4176,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3035.388,29,7
4177,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3036.388,29,7
4178,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,3037.188,29,7
4179,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.0,0.0,,,,,,,3037.388,29,7
4180,outcome,,,,,,,,0.0,,,,0.196,,,0.696,,,,,3038.192,29,7
4181,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.5,0.9,,,,3038.388,29,7
4182,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.804,,,3038.888,29,7
4183,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.8,,3039.288,29,7
4184,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.396,0.796,3039.692,29,7
4185,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3040.088,29,7
4186,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3040.488,29,7
4187,response,,,,,,,,,,,,,,0.0,,,,,,3040.888,29,7
4188,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3042.332,30,7
4189,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3042.832,30,7
4190,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3043.832,30,7
4191,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3044.832,30,7
4192,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3045.832,30,7
4193,assignment_2_shape,,,,0.0,,,,,,1.004,,,,,,,,,,3046.832,30,7
4194,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3047.836,30,7
4195,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3048.836,30,7
4196,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3049.836,30,7
4197,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,3050.636,30,7
4198,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.0,0.0,,,,,,,3050.836,30,7
4199,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,3051.64,30,7
4200,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,3051.836,30,7
4201,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,3052.34,30,7
4202,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3052.736,30,7
4203,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3053.136,30,7
4204,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.4,3053.536,30,7
4205,test_sentence_5,,,,,,,,,,,,,,0.404,,,,,0.0,3053.936,30,7
4206,response,,,,,,,,,,,,,,0.0,,,,,,3054.34,30,7
4207,initial_fixation,0.492,,,,,0.0,,,,,,,,,,,,,,3055.448,31,7
4208,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3055.94,31,7
4209,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3056.94,31,7
4210,inter_assignment_fixation,,,,,,,0.0,,,,,,,,,,,,,3057.94,31,7
4211,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3058.948,31,7
4212,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3059.948,31,7
4213,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3060.948,31,7
4214,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3061.952,31,7
4215,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3062.952,31,7
4216,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3063.752,31,7
4217,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3063.952,31,7
4218,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3064.752,31,7
4219,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3064.952,31,7
4220,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3065.452,31,7
4221,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3065.852,31,7
4222,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3066.252,31,7
4223,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3066.652,31,7
4224,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3067.052,31,7
4225,response,,,,,,,,,,,,,,0.0,,,,,,3067.452,31,7
4226,initial_fixation,0.504,,,,,0.0,,,,,,,,,,,,,,3068.484,32,7
4227,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3068.988,32,7
4228,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3069.988,32,7
4229,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3070.988,32,7
4230,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3071.988,32,7
4231,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3072.988,32,7
4232,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3073.988,32,7
4233,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3074.988,32,7
4234,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,3075.988,32,7
4235,peripheral_location_flash,,,,,,,,,0.0,,,,0.196,,,,,,,3076.792,32,7
4236,post_peripheral_fixation,,,,,,,,0.812,-0.196,,,,0.0,,,,,,,3076.988,32,7
4237,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3077.8,32,7
4238,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3078.0,32,7
4239,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3078.5,32,7
4240,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3078.9,32,7
4241,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3079.3,32,7
4242,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3079.7,32,7
4243,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3080.1,32,7
4244,response,,,,,,,,,,,,,,0.0,,,,,,3080.5,32,7
4245,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3102.352,1,8
4246,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3102.852,1,8
4247,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3103.852,1,8
4248,inter_assignment_fixation,,,,1.004,,,0.0,,,,,,,,,,,,,3104.852,1,8
4249,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3105.856,1,8
4250,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3106.856,1,8
4251,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3107.856,1,8
4252,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3108.856,1,8
4253,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,3109.856,1,8
4254,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,3110.66,1,8
4255,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.004,0.0,,,,,,,3110.856,1,8
4256,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3111.66,1,8
4257,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.896,,,,3111.86,1,8
4258,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,3112.36,1,8
4259,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,3112.756,1,8
4260,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3113.16,1,8
4261,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3113.56,1,8
4262,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3113.96,1,8
4263,response,,,,,,,,,,,,,,0.0,,,,,,3114.36,1,8
4264,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,3115.44,2,8
4265,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3115.944,2,8
