index,event_name,assignment_1_label,assignment_1_shape,assignment_2_label,assignment_2_shape,central_location_flash,initial_fixation,inter_assignment_fixation,outcome,peripheral_location_flash,post_assignment_fixation,post_central_fixation,post_outcome_fixation,post_peripheral_fixation,response,test_sentence_1,test_sentence_2,test_sentence_3,test_sentence_4,test_sentence_5,onset_sec,trial_number,trial_block
1419,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,1074.724,12,3
1420,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1075.724,12,3
1421,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1076.724,12,3
1422,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,1077.724,12,3
1423,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,1078.524,12,3
1424,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,1078.724,12,3
1425,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1079.524,12,3
1426,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1079.724,12,3
1427,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1080.224,12,3
1428,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1080.624,12,3
1429,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1081.024,12,3
1430,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1081.424,12,3
1431,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,1081.824,12,3
1432,response,,,,,,,,,,,,,,0.0,,,,,,1082.224,12,3
1433,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,1083.744,13,3
1434,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,1084.244,13,3
1435,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,1085.244,13,3
1436,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,1086.244,13,3
1437,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,1087.244,13,3
1438,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1088.244,13,3
1439,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,1089.244,13,3
1440,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1090.248,13,3
1441,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,1091.248,13,3
1442,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,1092.048,13,3
1443,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,1092.248,13,3
1444,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1093.048,13,3
1445,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1093.248,13,3
1446,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1093.748,13,3
1447,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1094.148,13,3
1448,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1094.548,13,3
1449,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1094.948,13,3
1450,test_sentence_5,,,,,,0.9,,,,,,,,0.4,,,,,0.0,1095.348,13,3
1451,response,,1.004,,,,0.5,,,,,,,,0.0,,,,,,1095.748,13,3
1452,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,1096.248,14,3
1453,assignment_1_shape,0.996,0.0,,,,,,,,,,,,,,,,,,1096.752,14,3
1454,assignment_1_label,0.0,,,,,,1.004,,,,,,,,,,,,,1097.748,14,3
1455,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,1098.752,14,3
1456,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,1099.752,14,3
1457,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,1100.752,14,3
1458,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1101.752,14,3
1459,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1102.752,14,3
1460,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,1103.752,14,3
1461,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,1104.556,14,3
1462,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.0,0.0,,,,,,,1104.752,14,3
1463,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,1105.556,14,3
1464,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,1105.752,14,3
1465,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,1106.256,14,3
1466,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.8,,1106.652,14,3
1467,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.396,0.796,1107.056,14,3
1468,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.4,1107.452,14,3
1469,test_sentence_5,,,,,,,,,,,,,,0.404,,,,,0.0,1107.852,14,3
1470,response,,,,,,0.732,,,,,,,,0.0,,,,,,1108.256,14,3
1471,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,1108.988,15,3
1472,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,1109.488,15,3
1473,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,1110.488,15,3
1474,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,1111.488,15,3
1475,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,1112.488,15,3
1476,assignment_2_label,,,0.0,,,,,,,1.004,,,,,,,,,,1113.488,15,3
1477,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1114.492,15,3
1478,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1115.492,15,3
1479,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,1116.492,15,3
1480,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,1117.292,15,3
1481,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,1117.492,15,3
1482,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1118.292,15,3
1483,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1118.492,15,3
1484,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1118.992,15,3
1485,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1119.392,15,3
1486,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1119.792,15,3
1487,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1120.192,15,3
1488,test_sentence_5,,,,,,0.86,,,,,,,,0.4,,,,,0.0,1120.592,15,3
1489,response,0.96,,,,,0.46,,,,,,,,0.0,,,,,,1120.992,15,3
1490,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,1121.452,16,3
1491,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,1121.952,16,3
1492,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,1122.952,16,3
1493,inter_assignment_fixation,,,1.004,,,,0.0,,,,,,,,,,,,,1123.952,16,3
1494,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,1124.956,16,3
1495,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1125.956,16,3
1496,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1126.956,16,3
1497,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1127.956,16,3
1498,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,1128.956,16,3
1499,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,1129.756,16,3
1500,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.0,0.0,,,,,,,1129.956,16,3
1501,outcome,,,,,,,,0.0,,,,0.196,,,0.696,,,,,1130.76,16,3
1502,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.5,0.9,,,,1130.956,16,3
1503,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1131.456,16,3
1504,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1131.856,16,3
1505,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.804,1132.256,16,3
1506,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.404,1132.656,16,3
1507,test_sentence_5,,,,,,,,,,,,,,0.396,,,,,0.0,1133.06,16,3
1508,response,,,,,,0.652,,,,,,,,0.0,,,,,,1133.456,16,3
1509,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,1134.108,17,3
1510,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,1134.608,17,3
1511,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,1135.608,17,3
1512,inter_assignment_fixation,,,,1.004,,,0.0,,,,,,,,,,,,,1136.608,17,3
1513,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,1137.612,17,3
1514,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,1138.612,17,3
1515,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1139.612,17,3
1516,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1140.612,17,3
1517,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,1141.612,17,3
1518,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,1142.412,17,3
1519,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.0,0.0,,,,,,,1142.612,17,3
1520,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,1143.416,17,3
1521,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,1143.612,17,3
1522,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,1144.116,17,3
1523,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1144.512,17,3
1524,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1144.912,17,3
1525,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.4,1145.312,17,3
1526,test_sentence_5,,,,,,0.984,,,,,,,,0.404,,,,,0.0,1145.712,17,3
1527,response,,,,,,0.58,,,,,,,,0.0,,,,,,1146.116,17,3
1528,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,1146.696,18,3
1529,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,1147.2,18,3
1530,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,1148.2,18,3
1531,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,1149.2,18,3
1532,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,1150.2,18,3
1533,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,1151.2,18,3
1534,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1152.2,18,3
1535,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1153.2,18,3
1536,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,1154.2,18,3
1537,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,1155.004,18,3
1538,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.004,0.0,,,,,,,1155.2,18,3
1539,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1156.004,18,3
1540,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.896,,,,1156.204,18,3
1541,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,1156.704,18,3
1542,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,1157.1,18,3
1543,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1157.504,18,3
1544,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1157.904,18,3
1545,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,1158.304,18,3
1546,response,,,,,,,,,,,,,,0.0,,,,,,1158.704,18,3
1547,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,1159.96,19,3
1548,assignment_1_label,0.0,1.004,,,,,,,,,,,,,,,,,,1160.46,19,3
1549,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,1161.464,19,3
1550,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,1162.464,19,3
1551,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,1163.464,19,3
1552,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1164.464,19,3
1553,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1165.464,19,3
1554,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1166.464,19,3
1555,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,1167.464,19,3
1556,peripheral_location_flash,,,,,,,,,0.0,,,,0.196,,,,,,,1168.268,19,3
1557,post_peripheral_fixation,,,,,,,,0.812,-0.196,,,1.004,0.0,,,,,,,1168.464,19,3
1558,outcome,,,,,,,,0.0,,,,0.192,,,0.692,,,,,1169.276,19,3
1559,post_outcome_fixation,,,,,,,,-0.192,,,,0.0,,,0.5,0.9,,,,1169.468,19,3
1560,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1169.968,19,3
1561,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1170.368,19,3
1562,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1170.768,19,3
1563,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1171.168,19,3
1564,test_sentence_5,,,,,,0.892,,,,,,,,0.4,,,,,0.0,1171.568,19,3
1565,response,0.992,,,,,0.492,,,,,,,,0.0,,,,,,1171.968,19,3
1566,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,1172.46,20,3
1567,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,1172.96,20,3
1568,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,1173.96,20,3
1569,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,1174.96,20,3
1570,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,1175.96,20,3
1571,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1176.96,20,3
1572,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,1177.96,20,3
1573,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1178.964,20,3
1574,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,1179.964,20,3
1575,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,1180.764,20,3
1576,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,1180.964,20,3
1577,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1181.764,20,3
1578,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1181.964,20,3
1579,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1182.464,20,3
1580,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1182.864,20,3
1581,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1183.264,20,3
1582,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1183.664,20,3
1583,test_sentence_5,,,,,,0.9,,,,,,,,0.4,,,,,0.0,1184.064,20,3
1584,response,0.992,,,,,0.5,,,,,,,,0.0,,,,,,1184.464,20,3
1585,initial_fixation,0.492,,,,,0.0,,,,,,,,,,,,,,1184.964,21,3
1586,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,1185.456,21,3
1587,assignment_1_shape,,0.0,,,,,,,,,,,,,,,,,,1186.456,21,3
1588,inter_assignment_fixation,,,1.004,,,,0.0,,,,,,,,,,,,,1187.464,21,3
1589,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,1188.468,21,3
1590,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1189.468,21,3
1591,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1190.468,21,3
1592,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1191.468,21,3
1593,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,1192.468,21,3
1594,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,1193.272,21,3
1595,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.0,0.0,,,,,,,1193.468,21,3
1596,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,1194.272,21,3
1597,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.9,,,,1194.468,21,3
1598,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,1194.972,21,3
1599,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,1195.368,21,3
1600,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1195.772,21,3
1601,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1196.172,21,3
1602,test_sentence_5,,,,,,0.924,,,,,,,,0.4,,,,,0.0,1196.572,21,3
1603,response,,,,,,0.524,,,,,,,,0.0,,,,,,1196.972,21,3
1604,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,1197.496,22,3
1605,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,1197.996,22,3
1606,assignment_1_shape,,0.0,,,,,1.004,,,,,,,,,,,,,1198.996,22,3
1607,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,1200.0,22,3
1608,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,1201.0,22,3
1609,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1202.0,22,3
1610,post_assignment_fixation,,,,,,,,,,0.0,,,,,,,,,,1203.0,22,3
1611,central_location_flash,,,,,0.0,,,,,,0.992,,,,,,,,,1204.008,22,3
1612,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,1205.0,22,3
1613,peripheral_location_flash,,,,,,,,,0.0,,,,0.2,,,,,,,1205.8,22,3
1614,post_peripheral_fixation,,,,,,,,0.808,-0.2,,,,0.0,,,,,,,1206.0,22,3
1615,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1206.808,22,3
1616,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1207.008,22,3
1617,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1207.508,22,3
1618,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.804,,1207.908,22,3
1619,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.404,0.804,1208.308,22,3
1620,test_sentence_4,,,,,,,,,,,,,,0.796,,,,0.0,0.4,1208.712,22,3
1621,test_sentence_5,,,,,,0.7,,,,,,,,0.396,,,,,0.0,1209.112,22,3
1622,response,,0.804,,,,0.304,,,,,,,,0.0,,,,,,1209.508,22,3
1623,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,1209.812,23,3
1624,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,1210.312,23,3
1625,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,1211.312,23,3
1626,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,1212.312,23,3
1627,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,1213.312,23,3
1628,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,1214.312,23,3
1629,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1215.312,23,3
1630,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1216.312,23,3
1631,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,1217.312,23,3
1632,peripheral_location_flash,,,,,,,,,0.0,,,,0.196,,,,,,,1218.116,23,3
1633,post_peripheral_fixation,,,,,,,,0.812,-0.196,,,,0.0,,,,,,,1218.312,23,3
1634,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1219.124,23,3
1635,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1219.324,23,3
1636,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1219.824,23,3
1637,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1220.224,23,3
1638,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1220.624,23,3
1639,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1221.024,23,3
1640,test_sentence_5,,,,,,0.824,,,,,,,,0.4,,,,,0.0,1221.424,23,3
1641,response,0.924,,,,,0.424,,,,,,,,0.0,,,,,,1221.824,23,3
1642,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,1222.248,24,3
1643,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,1222.748,24,3
1644,assignment_1_shape,,0.0,,,,,1.004,,,,,,,,,,,,,1223.748,24,3
1645,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,1224.752,24,3
1646,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,1225.752,24,3
1647,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1226.752,24,3
1648,post_assignment_fixation,,,,,,,,,,0.0,,,,,,,,,,1227.752,24,3
1649,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,1228.764,24,3
1650,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,1229.76,24,3
1651,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,1230.564,24,3
1652,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,1230.764,24,3
1653,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1231.564,24,3
1654,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1231.764,24,3
1655,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1232.264,24,3
1656,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1232.664,24,3
1657,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1233.064,24,3
1658,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1233.464,24,3
1659,test_sentence_5,,,,,,0.8,,,,,,,,0.4,,,,,0.0,1233.864,24,3
1660,response,0.9,,,,,0.4,,,,,,,,0.0,,,,,,1234.264,24,3
1661,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,1234.664,25,3
1662,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,1235.164,25,3
1663,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,1236.164,25,3
1664,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,1237.164,25,3
1665,assignment_2_label,,,0.0,1.004,,,,,,,,,,,,,,,,1238.164,25,3
1666,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1239.168,25,3
1667,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1240.168,25,3
1668,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1241.168,25,3
1669,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,1242.168,25,3
1670,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,1242.968,25,3
1671,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,1243.168,25,3
1672,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1243.968,25,3
1673,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1244.168,25,3
1674,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,1244.668,25,3
1675,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,1245.068,25,3
1676,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,1245.468,25,3
1677,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1245.868,25,3
1678,test_sentence_5,,,,,,0.984,,,,,,,,0.4,,,,,0.0,1246.268,25,3
1679,response,,,,,,0.584,,,,,,,,0.0,,,,,,1246.668,25,3
1680,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,1247.252,26,3
1681,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,1247.752,26,3
1682,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,1248.752,26,3
1683,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,1249.752,26,3
1684,assignment_2_label,,,0.0,1.004,,,,,,,,,,,,,,,,1250.752,26,3
1685,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,1251.756,26,3
1686,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,1252.756,26,3
1687,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,1253.756,26,3
1688,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,1254.756,26,3
1689,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,1255.56,26,3
1690,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.0,0.0,,,,,,,1255.756,26,3
1691,outcome,,,,,,,,0.0,,,,0.196,,,0.696,,,,,1256.56,26,3
1692,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.5,0.904,,,,1256.756,26,3
1693,test_sentence_1,,,,,,,,,,,,,,,0.0,0.404,0.804,,,1257.256,26,3
1694,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.796,,1257.66,26,3
1695,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.396,0.796,1258.06,26,3
1696,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,1258.456,26,3
1697,test_sentence_5,,,,,,0.98,,,,,,,,0.4,,,,,0.0,1258.856,26,3
1698,response,,,,,,0.58,,,,,,,,0.0,,,,,,1259.256,26,3
1699,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,1259.836,27,3
1700,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,1260.336,27,3
1701,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,1261.336,27,3
1702,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,1262.336,27,3
1703,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,1263.336,27,3
1704,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,1264.336,27,3
1705,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,1265.336,27,3
1706,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,1266.34,27,3
1707,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,1267.336,27,3
1708,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,1268.14,27,3
1709,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,1268.34,27,3
1710,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,1269.14,27,3
1711,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,1269.34,27,3
